"hospital","total_bill_amount"
"and Santos Keller Alvarez,","44929.94"
"Mccall-Williams","44927.95"
"Moran Hale, Ford and","44925.69"
"Wilson-Norman","44924.23"
"Barrera Brown, and Beck","44923.38"
"Mcconnell-Newman","44923.36"
"Colon-Mckenzie","44923.19"
"Alvarado-Allen","44921.34"
"Jacobs Myers, and Freeman","44920.94"
"Martinez Jackson Harding, and","44920.72"
"Mclaughlin Moreno, and Johnson","44919.78"
"and White Brown, Smith","44919.77"
"Savage Thomas, and Warren","44919.37"
"Lee, Palmer and Nguyen","44919.15"
"Hurley-Gill","44918.32"
"Rivas Group","44915.32"
"Harrington-Stevens","44915.01"
"Mcintyre Scott, Anthony and","44912.85"
"Wilson Thornton, Olson and","44912.26"
"Little-Phillips","44907.42"
"Yoder-Mays","44904.70"
"Miles, and Johnson Johnson","44904.17"
"Walker Marshall, Spencer and","44901.52"
"Salazar Inc","44899.64"
"Ltd Huynh","44899.45"
"Woods Edwards and Ortiz,","44898.92"
"Zamora Robinson and Evans,","44898.81"
"Warner-Ware","44898.11"
"Lopez-Jackson","44897.47"
"Jennings and Peterson Pace,","44896.79"
"Brooks-Nixon","44895.79"
"Coleman-Rodriguez","44894.65"
"Harding and Berry, Taylor","44894.03"
"Williams-Yu","44892.52"
"Mercado-Nguyen","44884.53"
"Gonzalez, Rodriguez and Jackson","44884.07"
"Hunter and White, Campos","44882.52"
"Cox, Hess and Smith","44882.51"
"Norman-Schmidt","44879.41"
"Bennett-Wheeler","44878.64"
"Schmitt-Thompson","44877.11"
"and Herrera, Cain Weiss","44875.91"
"Gonzales-Fitzpatrick","44873.61"
"and Sons Carson","44873.57"
"Martinez, Lewis Mack and","44872.59"
"White-Freeman","44870.56"
"Carson-Nolan","44869.30"
"Fitzgerald-Johnson","44868.37"
"Mcintosh-Cantu","44867.89"
"Ayala-Stewart","44867.10"
"Mccoy-Kent","44865.11"
"Foley-Webster","44864.75"
"and Leon Cooper, Smith","44864.13"
"Short-Scott","44863.94"
"and Morris Mullins, Hernandez","44863.65"
"and Maldonado Soto Carpenter,","44863.56"
"Singh Group","44861.11"
"Allen, Jackson and Brown","44859.99"
"and Hardy Harris, Mitchell","44858.81"
"Group Hanson","44858.28"
"Thomas-Pratt","44857.15"
"and Morse King Combs,","44856.87"
"Davis-Miller","44856.81"
"Ltd Krause","44856.31"
"Kennedy-Martinez","44853.68"
"Burton-Smith","44853.09"
"Taylor Keith and Wood,","44852.79"
"Guzman-Williams","44852.44"
"Parker and Davenport, Herring","44845.98"
"Stephenson and Sons","44844.96"
"Johnson and Cantu Le,","44843.61"
"Campbell-Harrington","44840.20"
"Howe Ltd","44838.01"
"Barron-Pennington","44833.14"
"Turner-Garcia","44832.78"
"Kelly and Mcgee Baldwin,","44832.32"
"Johnson Hodges and Mills,","44831.45"
"Robinson-Rodriguez","44829.89"
"Gonzalez-Taylor","44829.73"
"Mendoza-Woods","44828.94"
"Black Stein and Brown,","44828.57"
"Thompson and Phillips, Miller","44828.23"
"Watson-Rivera","44828.10"
"and Williams Baker Patel,","44827.55"
"Atkins-Braun","44827.41"
"Mcpherson-Atkins","44826.38"
"Kelley-Sosa","44818.61"
"Myers and Davis Daniel,","44818.31"
"Wright-Harris","44818.14"
"Clark-Holloway","44817.28"
"Barr-Fowler","44816.89"
"Hunter Bennett, and Fletcher","44816.37"
"Dyer Reed and Hicks,","44816.15"
"Rodriguez-Allen","44815.34"
"and Patrick Stanley, Lloyd","44812.99"
"Rodriguez-Burns","44811.64"
"May Shepherd, and Mathis","44808.09"
"Boyd Clark, and Brown","44807.66"
"Mitchell-Jackson","44807.61"
"Sons and York","44807.33"
"and Cooper Miller, Moreno","44802.81"
"Miller, Thompson Perkins and","44798.71"
"and Sutton Christensen Freeman,","44798.51"
"Jackson and Wilson, Harris","44798.21"
"Harper-Hughes","44794.55"
"Golden PLC","44793.11"
"Group Carr","44792.55"
"Wood-Morris","44790.77"
"Campbell Taylor and Le,","44788.75"
"Brewer-Lee","44785.89"
"Livingston-Spears","44781.24"
"Cole, Shaw Boyd and","44779.59"
"Barrett and Hayes Contreras,","44777.86"
"Cox Cervantes and Rowe,","44777.67"
"Horn Gardner, and Leonard","44775.19"
"and Owens Bailey Rivera,","44774.28"
"Group Brady","44771.87"
"Lopez Singleton, Wright and","44768.27"
"Figueroa-Floyd","44765.99"
"Ruiz, Goodwin and Dominguez","44765.12"
"Carter Leblanc, Wilkerson and","44759.66"
"Norton and Cantu Summers,","44756.79"
"Wang-Smith","44755.71"
"Mcclure Castro, and Bonilla","44753.73"
"Smith-Wade","44752.76"
"and Lawrence Combs Carpenter,","44751.03"
"Evans and Brown Wyatt,","44749.92"
"PLC Dickerson","44748.17"
"Brooks, Brown and Tate","44745.53"
"Gomez, Beard Colon and","44743.42"
"Mendoza-Taylor","44740.49"
"Kelly, White Walton and","44740.06"
"and Marks Brown Owens,","44739.32"
"LLC Mcdowell","44738.82"
"Tanner-Cox","44737.88"
"Fuller-Jones","44734.19"
"Burgess, and Dominguez Ramirez","44734.07"
"Barton-Phillips","44733.12"
"Salazar-Marshall","44731.88"
"Vazquez-Brown","44731.27"
"Mitchell Russo, and Gould","44729.26"
"Fuller and Stewart Warner,","44728.40"
"Flores Montoya, Terry and","44728.12"
"Ltd Pope","44724.79"
"Hopkins and Randolph, Mitchell","44724.25"
"Bowen Clark and Boyle,","44723.10"
"Beck-Howard","44719.52"
"and Hunt, Jones Richardson","44717.92"
"Clark, and Powers Graham","44717.36"
"James Schneider, and Chambers","44715.95"
"Watson, Hines Hughes and","44715.40"
"Frank-Briggs","44714.59"
"Love Bean, Bates and","44714.33"
"and Walton, Aguilar Lopez","44713.93"
"Sanchez-Meyer","44713.85"
"Davis, and Collins Simpson","44712.86"
"Rivas Lopez, and Gonzales","44712.86"
"Hall, and Fox Nash","44711.88"
"Choi Inc","44708.72"
"Nguyen-White","44706.98"
"and Nelson Graves, Clay","44706.15"
"and Burch Parker, Garrett","44705.89"
"Dunn-Hernandez","44705.77"
"Huynh Hines, and James","44705.69"
"and Miranda Smith Reese,","44705.52"
"Bush Ltd","44704.46"
"Novak-Richardson","44700.25"
"and Boyer Boone, Nelson","44697.10"
"Cox, Meyer Manning and","44695.85"
"Turner-Horne","44695.36"
"Vang, and Cook Moore","44695.26"
"Jenkins, Jenkins and Patterson","44693.69"
"Torres-Navarro","44691.70"
"Bishop Spence, Martinez and","44690.63"
"and Reese, Hansen Hart","44690.01"
"Anderson James, Miller and","44688.53"
"Herrera and Carter Briggs,","44688.33"
"and Mcknight, Wilson Acevedo","44685.04"
"George Ltd","44684.95"
"French PLC","44684.08"
"Ltd Callahan","44683.81"
"and Hill Carter, Stout","44683.80"
"Malone-Khan","44682.94"
"Webb Ltd","44682.45"
"Black-Morrison","44680.40"
"Taylor, Benson Rivera and","44679.51"
"Owen-Miller","44678.60"
"Wilson-Brown","44677.92"
"Brewer Ltd","44677.90"
"Wood-Wright","44675.81"
"Holmes, and Miller Ramirez","44675.33"
"Morales-Barrett","44673.06"
"Williams Lozano, and Miller","44671.07"
"Inc Obrien","44670.82"
"Copeland-Gibson","44667.97"
"Johnson-Holt","44666.23"
"Farley-Brown","44666.08"
"Turner Stevens, Castro and","44665.86"
"Cochran-Sawyer","44665.68"
"Wilson, Brennan and Moore","44665.53"
"and Rodriguez Hernandez, Gibson","44664.33"
"Swanson Inc","44663.34"
"Walker-King","44662.21"
"Brandt and Sons","44661.53"
"Adkins PLC","44660.89"
"and Hall Williamson Oliver,","44657.41"
"LLC Hancock","44655.54"
"Barnett-Tanner","44653.96"
"Morgan-Obrien","44653.29"
"Shah-Walker","44652.81"
"Jackson, Harris Vance and","44650.16"
"Reynolds, Walker and Carey","44648.48"
"Morgan and Anderson Page,","44647.41"
"Walls Ltd","44647.32"
"Key Inc","44645.58"
"Gross-Richards","44641.90"
"Cruz-Ramos","44640.95"
"Murphy-Short","44640.68"
"and Mendoza Mathews, Holloway","44640.43"
"Dickerson-Perry","44639.52"
"Brown-Aguilar","44638.55"
"and Wallace Nguyen, Myers","44637.13"
"Green-Rodriguez","44636.82"
"Le-Wells","44635.65"
"Cox, Mccoy Hawkins and","44633.06"
"Malone, Love Cook and","44633.05"
"Phillips-Morales","44633.04"
"Schmidt-Edwards","44632.47"
"Schroeder-Hicks","44630.21"
"Newman Evans and Lambert,","44629.31"
"Hancock Ltd","44629.24"
"Johnson-Snyder","44626.11"
"and Obrien Cuevas, Rogers","44625.06"
"PLC Gamble","44625.00"
"Lee-Wallace","44624.80"
"and Davis Conner, Chen","44624.72"
"Blanchard and Sons","44623.91"
"Long and Garcia, Macdonald","44622.49"
"and Nguyen, Santiago Richardson","44622.44"
"Boyer, Anderson Nielsen and","44621.59"
"Simmons PLC","44620.88"
"Short-Williams","44619.25"
"Delacruz LLC","44618.30"
"and Bautista, Elliott Reyes","44617.95"
"Shelton-Sims","44617.50"
"Mckay-Ellis","44617.14"
"Hoover-Rangel","44616.96"
"and Williams, Anderson Stout","44615.61"
"Rhodes Hanson Clark, and","44614.85"
"Ellis-White","44614.59"
"Morgan-Diaz","44614.27"
"Jones-Fields","44611.65"
"Krueger-Larsen","44611.46"
"Bridges Smith and Huang,","44610.30"
"Cortez, Long and Singleton","44609.96"
"Thomas Brown Alvarez, and","44608.91"
"Velez-Thompson","44606.23"
"Williams-Harvey","44605.95"
"Barron-Jarvis","44605.64"
"Cook-Shelton","44604.64"
"Aguilar-Freeman","44602.39"
"Brown Phillips and Rivera,","44602.08"
"Sons and Cortez","44595.97"
"Fox Clark and Smith,","44591.21"
"Lewis Parrish Wolf, and","44589.73"
"Ramirez Clarke Maynard, and","44588.46"
"Love and Ramirez, Herrera","44587.75"
"Acevedo, Martin and Price","44587.35"
"Jackson, Craig Johnson and","44587.02"
"Walker-Jones","44585.87"
"Burch-Marks","44582.82"
"Durham-Howell","44582.68"
"Morales, Johnson and Carlson","44581.15"
"Ray Sons and","44581.14"
"Hoffman Henry, Garcia and","44580.26"
"Rivera and Woodward Mata,","44580.13"
"Valdez and Blair, Watson","44578.82"
"Banks Ltd","44577.15"
"Bond Brown and Stevens,","44576.67"
"Schmitt, and Hoffman Perez","44576.47"
"PLC Luna","44571.86"
"Group Navarro","44567.92"
"Johnson-Benton","44567.15"
"and Gomez Sons","44566.36"
"Sawyer-Medina","44564.62"
"Garrett Martinez, Graham and","44563.21"
"and Wright Moore, Brown","44563.17"
"Hines Ho Morton, and","44561.85"
"Gilmore-Lane","44561.47"
"Davis, and Brennan Whitaker","44556.69"
"Hendrix Inc","44555.20"
"Williams-Bell","44552.26"
"Sherman-Serrano","44545.66"
"Blankenship-Payne","44542.73"
"Ruiz-Edwards","44539.74"
"Willis and Santos Bowen,","44538.37"
"and Rivera Leonard, Robinson","44537.57"
"Lewis-Taylor","44537.27"
"Hunter and Kelly, Silva","44534.35"
"Gilbert Inc","44533.71"
"Foley Collins, and Watkins","44533.61"
"Baker-Murphy","44529.76"
"Hall-Zamora","44528.95"
"and Jones Coleman Lewis,","44527.37"
"Phillips-Ward","44524.66"
"Lyons-Hickman","44524.64"
"Wiggins LLC","44522.84"
"and Cook Medina Perkins,","44521.97"
"Jenkins-Banks","44521.49"
"Williams Ramirez and Adkins,","44518.99"
"Dennis-Wallace","44516.65"
"Yu Inc","44516.62"
"Mitchell-Gomez","44515.79"
"and Anderson Williams Harrison,","44514.94"
"Espinoza, and Johnson Mays","44512.33"
"and Beck Peterson, Perez","44511.07"
"Bowman-Miller","44509.59"
"Group Chapman","44508.93"
"Herrera and Hughes Perkins,","44507.18"
"Prince-Adams","44505.78"
"and Maxwell Elliott Moore,","44501.45"
"Love and Mitchell, Powers","44500.08"
"Hernandez, Lane Nelson and","44498.94"
"Clark Herrera and Juarez,","44496.00"
"Baker Hernandez and Scott,","44495.73"
"Gregory Johnson and Estrada,","44493.96"
"and Bates Meyer, Hernandez","44491.33"
"Drake Ltd","44491.13"
"and Johnson Brown, Hernandez","44488.81"
"Snyder, Dunn Decker and","44487.08"
"PLC Santos","44485.90"
"Group Norton","44485.78"
"and Norris, Duncan Marshall","44485.74"
"Robertson Olson Carlson, and","44483.59"
"Shepherd-Vega","44481.82"
"Washington LLC","44479.39"
"Durham, Hooper and Miller","44477.53"
"Davis, and Abbott Carr","44477.48"
"Knight-Saunders","44476.50"
"and Snow Martin Brown,","44472.62"
"and Moody, Cochran Alexander","44470.71"
"and Macdonald Campbell, Walker","44470.40"
"and Murray Jackson Reyes,","44467.61"
"Gibson and Palmer Garcia,","44466.66"
"Johnson and Morrison, Wright","44466.08"
"Williams-Baxter","44464.61"
"Martin Romero, and Costa","44462.42"
"Adams Navarro, Gomez and","44461.77"
"and Sons Mcdaniel","44458.94"
"Inc Bradley","44457.22"
"PLC Fischer","44455.98"
"and Sons Matthews","44455.54"
"Group Castaneda","44452.31"
"Beck Young Rogers, and","44451.27"
"Ellis Inc","44449.08"
"Nelson-Keller","44447.61"
"Watkins Dominguez, and Bates","44447.45"
"Ellis, Hopkins Davis and","44446.88"
"Warner-Ochoa","44444.84"
"Tyler and Williams, Mcknight","44443.74"
"Jacobs-Howell","44442.61"
"Turner-Nelson","44441.95"
"Nguyen Bradshaw, and Stevens","44439.37"
"Bennett, Gonzalez Webster and","44439.14"
"and Bray Callahan, Allen","44439.14"
"PLC Mills","44438.39"
"Howe-Kelly","44437.47"
"and Collins Stout Carr,","44437.05"
"Tran-Peck","44436.62"
"Wallace-Chan","44436.15"
"Green-Foster","44435.24"
"PLC Blair","44433.22"
"and Smith Fowler, Williams","44432.90"
"Haynes, Vaughan Foley and","44432.86"
"Paul Maxwell Sanchez, and","44432.57"
"Reed-Johnson","44431.84"
"and Brown Rodriguez Morales,","44430.67"
"Arellano, and Burch Walsh","44430.21"
"Mosley-Sparks","44430.21"
"Smith Gillespie, and Cox","44425.34"
"Cochran Miller Barton, and","44424.39"
"Bennett-Atkinson","44424.28"
"Davis and Livingston, Allen","44421.35"
"Marshall, Solis Kaiser and","44418.22"
"Page Baxter Nelson, and","44418.20"
"Wood Byrd, Copeland and","44417.40"
"Jones-Harrington","44417.14"
"and Davis Shaw Chan,","44414.89"
"and Rodriguez Long Jones,","44413.26"
"Casey Collins, Hudson and","44412.70"
"Benson-Brooks","44412.62"
"Morgan-Young","44411.12"
"and Anderson, Scott Nelson","44409.94"
"Haley Bates Curtis, and","44409.11"
"Alvarez Maldonado, and Oconnor","44408.95"
"Ortega, Taylor Berry and","44407.34"
"LLC Garrett","44407.09"
"Watson-Flores","44406.17"
"Snyder-Waller","44404.86"
"Stone and Saunders Anderson,","44404.03"
"Lopez, and Conner Evans","44401.74"
"Savage-Terrell","44401.10"
"Coleman Mcdowell Collins, and","44397.05"
"Moore-Butler","44396.73"
"and Brown Bennett Watson,","44396.42"
"Ewing-Valdez","44396.28"
"Gutierrez, Cook Fritz and","44396.19"
"Foley-Phillips","44396.16"
"Coleman-Ho","44395.83"
"Reyes and Gonzales Miller,","44394.04"
"Johnson and Delgado, Bennett","44393.18"
"Brown-Hughes","44393.00"
"LLC Hartman","44389.45"
"PLC Daugherty","44388.18"
"Watson Burgess Williams, and","44386.80"
"PLC Hamilton","44385.72"
"Goodwin and White, Smith","44381.59"
"Haley-Fisher","44381.46"
"Bright, Miller and Reed","44378.58"
"Wise Valenzuela and Kent,","44378.39"
"Inc Simmons","44377.40"
"Howard-Clarke","44377.21"
"Cisneros-Craig","44376.98"
"Barajas and Preston Martinez,","44376.38"
"Caldwell, Miller and Collins","44374.84"
"Sons Hoffman and","44372.75"
"Thomas and Moore Cameron,","44371.01"
"and Miller Braun Benjamin,","44370.40"
"Brooks-Graham","44368.31"
"Jackson Long, and Perez","44367.11"
"Rivera Ware and Sanchez,","44362.58"
"Carpenter Mcneil, and Morgan","44361.01"
"Cole Torres, Harrell and","44360.41"
"Williams-Potter","44356.82"
"and Wolfe Morgan Lloyd,","44355.36"
"Johnson Garcia, and Anthony","44355.20"
"Butler-Holland","44351.40"
"Ashley Sons and","44351.02"
"Jordan-Harris","44348.00"
"and Roberts, Williams Smith","44347.36"
"Hudson Reynolds, and Gonzalez","44346.11"
"Reese LLC","44345.78"
"Coleman-Bell","44345.36"
"Group Glass","44344.60"
"Ltd Hensley","44344.60"
"Parker-Martin","44344.45"
"Chandler, King and Roman","44343.41"
"Harper-Garza","44343.18"
"Nielsen, and Anderson Watson","44342.09"
"Johnson-Kelley","44337.65"
"Garcia Lucero Thomas, and","44337.05"
"Trevino Williams, Hodge and","44334.25"
"Bennett-Smith","44327.77"
"Nelson-Scott","44327.61"
"Bennett and Moore, Smith","44327.28"
"Foster-Hill","44326.68"
"and Ortiz Miller, Stevens","44322.57"
"and Perez, Snyder Smith","44321.94"
"Brown-Hines","44321.74"
"Martinez-Alexander","44320.56"
"and Gray Reynolds Fisher,","44319.58"
"Simpson-Schneider","44319.35"
"and Edwards, Howard Rivera","44319.16"
"Dean-Robbins","44318.38"
"LLC Klein","44315.69"
"LLC Glass","44313.09"
"Ltd Steele","44312.22"
"Mosley-Roth","44310.28"
"Howard and Nunez Lee,","44309.95"
"Lambert LLC","44309.47"
"Mercer, Young Thompson and","44306.15"
"Burton-Brown","44305.99"
"Austin Ltd","44305.32"
"Moore, White and Gomez","44304.49"
"Jackson Ray and Garcia,","44303.40"
"Brown Williams Le, and","44300.81"
"Novak and Kirby Thompson,","44299.67"
"Day-Robinson","44294.38"
"Jones-Duffy","44291.73"
"Hansen Yoder Wong, and","44291.55"
"Barry-Whitaker","44289.15"
"Group Zimmerman","44286.96"
"Wood and Walter Hall,","44286.85"
"Romero Perez Warren, and","44285.43"
"Wagner Mccarthy, and Beck","44285.11"
"Gonzalez-Carter","44285.00"
"Shelton LLC","44284.12"
"Singleton and Davis Lynn,","44283.56"
"Harrison Wilson and James,","44282.99"
"Wood-Williams","44282.64"
"Wiggins PLC","44278.80"
"Miller, Moon Boyd and","44278.23"
"Buck PLC","44276.42"
"Gonzales-Ramirez","44275.20"
"Martin-Welch","44272.38"
"Meyers and Bowman Hill,","44271.88"
"Pacheco Flynn and Lopez,","44271.87"
"and Wheeler Sons","44269.48"
"Ferguson Turner and Wiggins,","44269.36"
"Ltd Henson","44268.91"
"and Perez Johnson, Foster","44268.15"
"Crawford Stout, and Thompson","44265.21"
"Miller-Reeves","44264.20"
"Jones-Burns","44262.77"
"and Wallace, Tucker Palmer","44262.33"
"and Watson Clayton Carr,","44260.87"
"and Andersen, Molina Garcia","44260.00"
"and Hill Ramirez Hart,","44259.35"
"Rosario-Wilkins","44258.97"
"Mcbride-Foley","44257.42"
"Herrera-Chandler","44257.11"
"and Holmes Mcbride Landry,","44255.31"
"and Sexton Cline Horton,","44254.66"
"Rodriguez-Beck","44253.72"
"Walker-Jackson","44253.68"
"Jimenez, Griffin Acevedo and","44252.22"
"Hinton-Foster","44250.97"
"Mcneil-Fleming","44249.59"
"Richards-Lane","44249.33"
"and Nelson Parker Williams,","44248.06"
"Richards Sons and","44247.24"
"Marshall-Casey","44245.58"
"Barrera, Ramos and Gomez","44243.18"
"Cruz-Reed","44240.86"
"Inc Kline","44240.51"
"Torres Robertson, and Spears","44239.44"
"Roy Sherman and Green,","44238.22"
"Jackson Banks, and Phillips","44237.67"
"Stevens Hall Green, and","44234.70"
"Duran and Wright, Shepard","44234.29"
"Forbes, and Webb Carter","44233.89"
"Griffin, Mcintosh King and","44232.46"
"Randall-Castaneda","44231.80"
"Short-Gallagher","44231.44"
"Snyder and Hartman, Bennett","44229.10"
"Hernandez-Morales","44228.49"
"Richmond-Young","44227.72"
"Jones-Hendrix","44225.02"
"and Miranda Kane Fuentes,","44224.66"
"and Norton Sons","44224.18"
"Mcknight Thompson Baker, and","44223.07"
"Padilla Estrada, and Savage","44222.53"
"Sullivan-Benjamin","44221.20"
"and Sons Lane","44218.04"
"Sons and Malone","44217.63"
"Parsons, Wong and Jones","44217.22"
"Walker Williams, Davidson and","44215.62"
"Jones, Bradshaw Jones and","44214.54"
"Black, and Erickson Nunez","44213.68"
"Boyd Spencer, and Curry","44213.61"
"Orr Harvey and Gross,","44212.72"
"White, Duncan Mitchell and","44211.48"
"Brown-Bradley","44211.24"
"and Roberts Jackson, Adkins","44211.05"
"Taylor Johnson, Beasley and","44211.02"
"Wheeler Vasquez, Munoz and","44210.84"
"Young-Miller","44210.29"
"Wright and Garcia Schmidt,","44209.97"
"Caldwell-Adams","44209.84"
"Boyd and Scott, Davidson","44208.17"
"Johnson and Doyle, Collins","44206.13"
"Johnson Berger, Espinoza and","44205.31"
"Williams Juarez and Bryant,","44202.91"
"Shepard-Mendez","44198.91"
"Adams-Flynn","44196.91"
"Smith Howell, Sutton and","44196.48"
"Welch-Gomez","44194.30"
"Howard-Roy","44193.49"
"Parker-Clayton","44193.27"
"Baker and Rodriguez Garner,","44191.62"
"Phillips-Morrison","44190.94"
"Hogan Ltd","44188.55"
"and Contreras Santiago Fowler,","44188.43"
"Aguilar-Pearson","44187.65"
"Inc Mcneil","44186.66"
"Young Brown and Horne,","44185.73"
